日期,一天期国债逆回购
2013-01-04,5.2560000000
2013-01-07,3.5530000000
2013-01-08,2.8430000000
2013-01-09,2.4790000000
2013-01-10,3.7520000000
2013-01-11,2.8360000000
2013-01-14,2.9900000000
2013-01-15,2.6880000000
2013-01-16,2.4410000000
2013-01-17,3.8290000000
2013-01-18,3.0230000000
2013-01-21,2.8810000000
2013-01-22,2.7780000000
2013-01-23,2.7680000000
2013-01-24,4.6860000000
2013-01-25,3.1890000000
2013-01-28,3.4310000000
2013-01-29,3.6520000000
2013-01-30,4.0540000000
2013-01-31,8.8500000000
2013-02-01,4.0030000000
2013-02-04,4.5040000000
2013-02-05,4.1370000000
2013-02-06,4.7260000000
2013-02-07,21.5770000000
2013-02-08,4.4460000000
2013-02-18,3.1280000000
2013-02-19,2.7660000000
2013-02-20,2.3940000000
2013-02-21,3.3920000000
2013-02-22,2.8610000000
2013-02-25,3.0040000000
2013-02-26,4.9520000000
2013-02-27,6.5270000000
2013-02-28,13.7120000000
2013-03-01,4.8660000000
2013-03-04,3.9430000000
2013-03-05,3.5950000000
2013-03-06,2.6470000000
2013-03-07,3.6590000000
2013-03-08,2.5920000000
2013-03-11,2.2840000000
2013-03-12,1.9200000000
2013-03-13,1.7440000000
2013-03-14,5.8330000000
2013-03-15,3.5770000000
2013-03-18,3.2770000000
2013-03-19,3.1600000000
2013-03-20,2.3420000000
2013-03-21,3.4800000000
2013-03-22,2.3280000000
2013-03-25,2.5350000000
2013-03-26,2.6870000000
2013-03-27,3.7530000000
2013-03-28,11.9490000000
2013-03-29,6.6180000000
2013-04-01,3.3550000000
2013-04-02,9.2610000000
2013-04-03,3.2880000000
2013-04-08,2.9780000000
2013-04-09,2.6980000000
2013-04-10,2.5250000000
2013-04-11,3.8390000000
2013-04-12,2.6920000000
2013-04-15,2.6310000000
2013-04-16,2.6030000000
2013-04-17,2.7050000000
2013-04-18,4.8750000000
2013-04-19,5.6260000000
2013-04-22,5.3060000000
2013-04-23,5.0160000000
2013-04-24,4.5780000000
2013-04-25,20.1280000000
2013-04-26,7.2970000000
2013-05-02,6.9630000000
2013-05-03,3.3420000000
2013-05-06,3.2710000000
2013-05-07,2.7810000000
2013-05-08,2.6850000000
2013-05-09,5.1740000000
2013-05-10,3.1340000000
2013-05-13,2.8780000000
2013-05-14,2.7200000000
2013-05-15,2.7970000000
2013-05-16,7.1760000000
2013-05-17,6.7670000000
2013-05-20,6.8000000000
2013-05-21,5.8510000000
2013-05-22,4.4130000000
2013-05-23,8.0010000000
2013-05-24,4.2390000000
2013-05-27,4.1780000000
2013-05-28,3.7180000000
2013-05-29,3.7190000000
2013-05-30,9.1310000000
2013-05-31,5.6680000000
2013-06-03,4.3980000000
2013-06-04,4.1460000000
2013-06-05,4.5950000000
2013-06-06,23.7590000000
2013-06-07,11.2680000000
2013-06-13,16.7490000000
2013-06-14,14.1900000000
2013-06-17,5.8410000000
2013-06-18,4.6740000000
2013-06-19,6.1510000000
2013-06-20,19.1310000000
2013-06-21,9.2610000000
2013-06-24,9.1310000000
2013-06-25,8.4130000000
2013-06-26,7.2410000000
2013-06-27,19.1260000000
2013-06-28,15.8250000000
2013-07-01,4.3590000000
2013-07-02,2.9180000000
2013-07-03,2.4770000000
2013-07-04,4.3530000000
2013-07-05,3.0800000000
2013-07-08,3.0770000000
2013-07-09,3.0710000000
2013-07-10,3.1400000000
2013-07-11,6.4360000000
2013-07-12,3.7130000000
2013-07-15,3.4160000000
2013-07-16,3.1530000000
2013-07-17,2.9910000000
2013-07-18,6.6360000000
2013-07-19,3.4890000000
2013-07-22,3.6330000000
2013-07-23,3.8260000000
2013-07-24,3.9860000000
2013-07-25,10.0900000000
2013-07-26,7.2680000000
2013-07-29,6.5830000000
2013-07-30,5.1430000000
2013-07-31,4.3140000000
2013-08-01,5.6240000000
2013-08-02,3.7040000000
2013-08-05,3.5270000000
2013-08-06,3.8440000000
2013-08-07,3.5710000000
2013-08-08,5.9260000000
2013-08-09,3.8390000000
2013-08-12,3.9840000000
2013-08-13,3.9080000000
2013-08-14,3.6420000000
2013-08-15,5.8680000000
2013-08-16,4.0620000000
2013-08-19,3.8910000000
2013-08-20,3.7790000000
2013-08-21,3.7810000000
2013-08-22,6.4930000000
2013-08-23,4.7150000000
2013-08-26,4.4920000000
2013-08-27,4.2430000000
2013-08-28,3.9160000000
2013-08-29,6.1590000000
2013-08-30,4.2750000000
2013-09-02,3.9190000000
2013-09-03,3.6190000000
2013-09-04,3.3080000000
2013-09-05,4.9930000000
2013-09-06,4.0550000000
2013-09-09,3.9440000000
2013-09-10,4.0000000000
2013-09-11,4.0600000000
2013-09-12,7.7690000000
2013-09-13,5.9370000000
2013-09-16,5.1650000000
2013-09-17,12.7670000000
2013-09-18,5.4580000000
2013-09-23,5.5630000000
2013-09-24,6.3530000000
2013-09-25,5.8230000000
2013-09-26,12.4000000000
2013-09-27,33.6050000000
2013-09-30,25.4310000000
2013-10-08,8.0560000000
2013-10-09,9.1070000000
2013-10-10,7.0700000000
2013-10-11,3.8700000000
2013-10-14,3.7960000000
2013-10-15,3.4670000000
2013-10-16,3.0910000000
2013-10-17,4.4430000000
2013-10-18,3.4070000000
2013-10-21,3.2970000000
2013-10-22,3.1940000000
2013-10-23,3.3500000000
2013-10-24,7.7780000000
2013-10-25,5.7850000000
2013-10-28,5.0050000000
2013-10-29,5.5040000000
2013-10-30,7.8000000000
2013-10-31,10.2250000000
2013-11-01,4.5530000000
2013-11-04,4.4670000000
2013-11-05,4.0770000000
2013-11-06,3.6790000000
2013-11-07,5.4810000000
2013-11-08,3.7430000000
2013-11-11,3.9640000000
2013-11-12,3.8220000000
2013-11-13,3.8640000000
2013-11-14,8.3130000000
2013-11-15,7.5660000000
2013-11-18,8.2600000000
2013-11-19,6.8330000000
2013-11-20,5.2530000000
2013-11-21,9.1370000000
2013-11-22,7.7450000000
2013-11-25,6.0480000000
2013-11-26,5.9230000000
2013-11-27,5.6130000000
2013-11-28,9.3200000000
2013-11-29,6.9830000000
2013-12-02,5.7410000000
2013-12-03,4.5540000000
2013-12-04,4.0760000000
2013-12-05,5.9280000000
2013-12-06,3.8520000000
2013-12-09,3.7960000000
2013-12-10,3.7600000000
2013-12-11,3.5640000000
2013-12-12,6.0580000000
2013-12-13,4.3510000000
2013-12-16,4.9330000000
2013-12-17,5.7780000000
2013-12-18,5.9680000000
2013-12-19,13.9770000000
2013-12-20,7.6220000000
2013-12-23,6.8380000000
2013-12-24,6.0940000000
2013-12-25,6.3070000000
2013-12-26,13.0230000000
2013-12-27,10.6760000000
2013-12-30,26.2610000000
2013-12-31,16.2250000000
2014-01-02,7.1070000000
2014-01-03,3.9220000000
2014-01-06,3.4550000000
2014-01-07,2.9860000000
2014-01-08,3.3140000000
2014-01-09,6.2710000000
2014-01-10,5.5740000000
2014-01-13,5.6970000000
2014-01-14,4.3420000000
2014-01-15,3.8750000000
2014-01-16,5.8510000000
2014-01-17,10.1750000000
2014-01-20,13.0560000000
2014-01-21,7.1550000000
2014-01-22,6.9340000000
2014-01-23,8.1780000000
2014-01-24,6.7420000000
2014-01-27,7.6930000000
2014-01-28,7.0800000000
2014-01-29,12.8310000000
2014-01-30,7.0690000000
2014-02-07,5.7790000000
2014-02-10,4.5740000000
2014-02-11,4.3800000000
2014-02-12,4.3740000000
2014-02-13,5.8790000000
2014-02-14,3.8250000000
2014-02-17,3.5690000000
2014-02-18,3.2660000000
2014-02-19,3.0370000000
2014-02-20,4.0720000000
2014-02-21,2.9960000000
2014-02-24,3.0770000000
2014-02-25,2.9780000000
2014-02-26,2.9920000000
2014-02-27,5.0040000000
2014-02-28,4.8340000000
2014-03-03,3.0390000000
2014-03-04,2.7620000000
2014-03-05,2.6010000000
2014-03-06,3.7010000000
2014-03-07,2.8990000000
2014-03-10,2.8580000000
2014-03-11,2.7310000000
2014-03-12,2.5820000000
2014-03-13,3.2850000000
2014-03-14,2.7560000000
2014-03-17,2.7780000000
2014-03-18,2.7480000000
2014-03-19,3.2910000000
2014-03-20,5.4040000000
2014-03-21,4.7000000000
2014-03-24,4.3390000000
2014-03-25,3.8010000000
2014-03-26,3.9400000000
2014-03-27,8.6220000000
2014-03-28,12.0400000000
2014-03-31,10.4420000000
2014-04-01,3.5290000000
2014-04-02,3.0930000000
2014-04-03,4.9310000000
2014-04-04,3.5760000000
2014-04-08,3.2380000000
2014-04-09,3.1690000000
2014-04-10,4.6850000000
2014-04-11,3.5360000000
2014-04-14,3.2020000000
2014-04-15,3.2490000000
2014-04-16,3.1740000000
2014-04-17,5.4820000000
2014-04-18,4.3020000000
2014-04-21,3.3890000000
2014-04-22,3.4730000000
2014-04-23,3.5090000000
2014-04-24,6.2950000000
2014-04-25,4.9730000000
2014-04-28,5.9070000000
2014-04-29,14.3170000000
2014-04-30,5.6150000000
2014-05-05,3.5560000000
2014-05-06,3.2580000000
2014-05-07,2.8520000000
2014-05-08,3.9680000000
2014-05-09,2.9820000000
2014-05-12,2.9550000000
2014-05-13,2.9800000000
2014-05-14,3.2590000000
2014-05-15,4.8670000000
2014-05-16,3.4210000000
2014-05-19,3.5000000000
2014-05-20,3.7120000000
2014-05-21,3.3640000000
2014-05-22,4.4060000000
2014-05-23,3.7510000000
2014-05-26,3.6580000000
2014-05-27,3.5200000000
2014-05-28,3.7710000000
2014-05-29,9.5860000000
2014-05-30,5.2160000000
2014-06-03,3.7820000000
2014-06-04,3.6380000000
2014-06-05,5.4280000000
2014-06-06,3.4260000000
2014-06-09,3.1870000000
2014-06-10,3.1010000000
2014-06-11,3.0870000000
2014-06-12,4.7350000000
2014-06-13,3.7840000000
2014-06-16,3.7870000000
2014-06-17,4.7890000000
2014-06-18,7.0340000000
2014-06-19,14.3730000000
2014-06-20,5.6610000000
2014-06-23,4.8960000000
2014-06-24,4.1310000000
2014-06-25,3.7820000000
2014-06-26,6.3330000000
2014-06-27,10.1080000000
2014-06-30,10.8900000000
2014-07-01,3.7900000000
2014-07-02,3.2960000000
2014-07-03,3.8240000000
2014-07-04,3.1590000000
2014-07-07,3.1390000000
2014-07-08,3.0090000000
2014-07-09,4.2930000000
2014-07-10,9.2230000000
2014-07-11,4.4940000000
2014-07-14,5.3840000000
2014-07-15,3.6100000000
2014-07-16,2.8270000000
2014-07-17,6.2690000000
2014-07-18,3.7760000000
2014-07-21,3.7250000000
2014-07-22,4.2200000000
2014-07-23,7.7520000000
2014-07-24,17.2850000000
2014-07-25,6.2450000000
2014-07-28,3.6600000000
2014-07-29,3.0230000000
2014-07-30,3.4460000000
2014-07-31,5.3880000000
2014-08-01,3.5440000000
2014-08-04,3.1440000000
2014-08-05,2.9370000000
2014-08-06,2.9340000000
2014-08-07,4.0750000000
2014-08-08,3.1660000000
2014-08-11,3.1270000000
2014-08-12,3.1480000000
2014-08-13,4.1280000000
2014-08-14,9.7890000000
2014-08-15,5.2140000000
2014-08-18,4.2080000000
2014-08-19,3.7200000000
2014-08-20,3.2840000000
2014-08-21,4.5420000000
2014-08-22,3.4890000000
2014-08-25,3.6630000000
2014-08-26,3.1030000000
2014-08-27,4.5960000000
2014-08-28,26.3580000000
2014-08-29,19.0450000000
2014-09-01,4.6660000000
2014-09-02,2.7090000000
2014-09-03,2.2420000000
2014-09-04,4.6010000000
2014-09-05,4.2010000000
2014-09-09,4.2330000000
2014-09-10,4.8730000000
2014-09-11,5.1990000000
2014-09-12,3.5680000000
2014-09-15,3.4050000000
2014-09-16,3.0670000000
2014-09-17,3.0190000000
2014-09-18,6.6560000000
2014-09-19,3.3250000000
2014-09-22,3.6780000000
2014-09-23,4.1280000000
2014-09-24,14.1620000000
2014-09-25,19.2310000000
2014-09-26,9.0900000000
2014-09-29,13.8490000000
2014-09-30,4.2180000000
2014-10-08,3.8320000000
2014-10-09,5.5780000000
2014-10-10,5.6640000000
2014-10-13,4.7840000000
2014-10-14,3.3000000000
2014-10-15,3.1070000000
2014-10-16,3.4540000000
2014-10-17,2.7860000000
2014-10-20,2.4500000000
2014-10-21,2.0610000000
2014-10-22,2.1410000000
2014-10-23,7.8830000000
2014-10-24,11.8920000000
2014-10-27,9.6430000000
2014-10-28,3.4810000000
2014-10-29,2.6850000000
2014-10-30,3.3950000000
2014-10-31,3.1110000000
2014-11-03,3.1600000000
2014-11-04,3.1580000000
2014-11-05,3.1980000000
2014-11-06,4.9100000000
2014-11-07,3.9540000000
2014-11-10,3.6180000000
2014-11-11,3.5210000000
2014-11-12,3.4420000000
2014-11-13,4.4630000000
2014-11-14,3.2740000000
2014-11-17,3.5880000000
2014-11-18,3.5560000000
2014-11-19,3.5220000000
2014-11-20,4.6520000000
2014-11-21,7.2880000000
2014-11-24,26.6790000000
2014-11-25,27.3560000000
2014-11-26,15.8220000000
2014-11-27,10.2730000000
2014-11-28,4.4210000000
2014-12-01,5.0530000000
2014-12-02,4.6000000000
2014-12-03,3.6330000000
2014-12-04,4.6910000000
2014-12-05,3.7600000000
2014-12-08,3.7550000000
2014-12-09,3.8160000000
2014-12-10,3.6780000000
2014-12-11,4.2780000000
2014-12-12,3.7290000000
2014-12-15,3.2430000000
2014-12-16,2.6890000000
2014-12-17,2.6410000000
2014-12-18,12.2490000000
2014-12-19,15.6980000000
2014-12-22,12.1380000000
2014-12-23,6.2110000000
2014-12-24,3.2780000000
2014-12-25,3.8670000000
2014-12-26,3.6510000000
2014-12-29,5.1740000000
2014-12-30,14.4100000000
2014-12-31,5.6360000000
2015-01-05,3.6580000000
2015-01-06,3.2740000000
2015-01-07,2.3870000000
2015-01-08,2.1670000000
2015-01-09,1.7280000000
2015-01-12,2.6190000000
2015-01-13,2.7700000000
2015-01-14,5.4660000000
2015-01-15,8.9140000000
2015-01-16,5.6250000000
2015-01-19,3.1610000000
2015-01-20,2.5980000000
2015-01-21,2.4440000000
2015-01-22,2.9300000000
2015-01-23,2.7550000000
2015-01-26,2.7740000000
2015-01-27,2.7240000000
2015-01-28,2.7620000000
2015-01-29,3.6270000000
2015-01-30,6.7130000000
2015-02-02,6.3070000000
2015-02-03,3.7670000000
2015-02-04,2.9710000000
2015-02-05,2.5200000000
2015-02-06,2.0630000000
2015-02-09,3.8060000000
2015-02-10,19.7930000000
2015-02-11,26.6500000000
2015-02-12,13.8660000000
2015-02-13,3.4550000000
2015-02-16,8.6220000000
2015-02-17,4.2980000000
2015-02-25,3.6070000000
2015-02-26,3.9090000000
2015-02-27,3.7620000000
2015-03-02,3.3730000000
2015-03-03,3.1140000000
2015-03-04,2.5880000000
2015-03-05,1.2950000000
2015-03-06,2.0360000000
2015-03-09,1.7430000000
2015-03-10,3.2120000000
2015-03-11,9.2890000000
2015-03-12,18.6720000000
2015-03-13,5.2880000000
2015-03-16,2.8160000000
2015-03-17,2.2410000000
2015-03-18,2.3530000000
2015-03-19,2.7840000000
2015-03-20,2.8160000000
2015-03-23,2.8450000000
2015-03-24,2.8510000000
2015-03-25,2.7010000000
2015-03-26,2.7370000000
2015-03-27,2.6050000000
2015-03-30,3.1670000000
2015-03-31,3.6320000000
2015-04-01,2.6990000000
2015-04-02,2.5840000000
2015-04-03,2.1990000000
2015-04-07,1.8020000000
2015-04-08,1.5500000000
2015-04-09,1.6320000000
2015-04-10,1.4510000000
2015-04-13,1.9450000000
2015-04-14,5.2750000000
2015-04-15,5.4460000000
2015-04-16,6.5900000000
2015-04-17,2.1260000000
2015-04-20,1.5600000000
2015-04-21,1.3810000000
2015-04-22,1.4900000000
2015-04-23,1.7400000000
2015-04-24,1.5450000000
2015-04-27,1.6480000000
2015-04-28,1.6270000000
2015-04-29,1.9560000000
2015-04-30,1.7630000000
2015-05-04,1.7930000000
2015-05-05,3.3710000000
2015-05-06,4.5390000000
2015-05-07,6.8510000000
2015-05-08,2.1050000000
2015-05-11,1.4970000000
2015-05-12,1.1480000000
2015-05-13,1.0970000000
2015-05-14,1.2990000000
2015-05-15,1.1600000000
2015-05-18,1.2930000000
2015-05-19,3.8780000000
2015-05-20,5.9620000000
2015-05-21,4.9080000000
2015-05-22,1.3190000000
2015-05-25,1.1460000000
2015-05-26,1.1060000000
2015-05-27,1.1270000000
2015-05-28,1.6370000000
2015-05-29,1.4740000000
2015-06-01,1.8910000000
2015-06-02,4.7340000000
2015-06-03,4.8460000000
2015-06-04,3.5920000000
2015-06-05,1.2120000000
2015-06-08,1.0020000000
2015-06-09,0.9980000000
2015-06-10,0.9920000000
2015-06-11,1.6020000000
2015-06-12,1.3620000000
2015-06-15,1.2650000000
2015-06-16,1.2300000000
2015-06-17,2.3230000000
2015-06-18,11.0340000000
2015-06-19,6.9520000000
2015-06-23,2.7830000000
2015-06-24,1.1740000000
2015-06-25,1.1510000000
2015-06-26,1.0790000000
2015-06-29,1.5580000000
2015-06-30,1.6740000000
2015-07-01,1.2340000000
2015-07-02,1.8680000000
2015-07-03,3.5900000000
2015-07-06,1.0250000000
2015-07-07,0.9090000000
2015-07-08,0.9060000000
2015-07-09,1.2250000000
2015-07-10,0.9930000000
2015-07-13,0.8750000000
2015-07-14,0.8180000000
2015-07-15,0.7670000000
2015-07-16,0.9840000000
2015-07-17,0.8540000000
2015-07-20,0.8530000000
2015-07-21,0.8380000000
2015-07-22,0.8730000000
2015-07-23,1.2680000000
2015-07-24,1.0930000000
2015-07-27,1.1170000000
2015-07-28,1.1330000000
2015-07-29,0.9980000000
2015-07-30,1.0950000000
2015-07-31,1.0050000000
2015-08-03,0.9380000000
2015-08-04,0.9630000000
2015-08-05,0.9280000000
2015-08-06,1.0760000000
2015-08-07,1.0860000000
2015-08-10,1.2680000000
2015-08-11,1.3350000000
2015-08-12,1.2360000000
2015-08-13,1.5550000000
2015-08-14,1.3660000000
2015-08-17,1.2220000000
2015-08-18,1.1730000000
2015-08-19,1.2310000000
2015-08-20,1.4350000000
2015-08-21,1.3870000000
2015-08-24,1.2710000000
2015-08-25,1.4390000000
2015-08-26,1.5110000000
2015-08-27,2.1510000000
2015-08-28,1.7610000000
2015-08-31,1.6110000000
2015-09-01,2.0180000000
2015-09-02,1.6650000000
2015-09-07,1.2730000000
2015-09-08,1.3440000000
2015-09-09,1.5410000000
2015-09-10,1.7590000000
2015-09-11,1.4560000000
2015-09-14,1.3260000000
2015-09-15,1.4320000000
2015-09-16,1.5610000000
2015-09-17,2.0530000000
2015-09-18,1.8570000000
2015-09-21,1.9190000000
2015-09-22,2.1730000000
2015-09-23,2.0680000000
2015-09-24,2.8640000000
2015-09-25,2.5780000000
2015-09-28,2.8740000000
2015-09-29,7.7110000000
2015-09-30,3.4450000000
2015-10-08,4.7980000000
2015-10-09,4.1860000000
2015-10-12,2.6270000000
2015-10-13,2.2290000000
2015-10-14,1.9370000000
2015-10-15,3.3600000000
2015-10-16,2.5610000000
2015-10-19,2.3920000000
2015-10-20,2.1160000000
2015-10-21,2.2700000000
2015-10-22,4.6710000000
2015-10-23,3.9160000000
2015-10-26,2.7130000000
2015-10-27,2.3240000000
2015-10-28,2.1520000000
2015-10-29,2.8890000000
2015-10-30,2.0280000000
2015-11-02,2.0900000000
2015-11-03,2.5950000000
2015-11-04,3.0040000000
2015-11-05,4.0230000000
2015-11-06,2.6470000000
2015-11-09,2.7700000000
2015-11-10,2.2670000000
2015-11-11,2.0220000000
2015-11-12,2.6550000000
2015-11-13,1.9930000000
2015-11-16,1.9170000000
2015-11-17,1.8070000000
2015-11-18,1.6890000000
2015-11-19,2.3300000000
2015-11-20,1.9000000000
2015-11-23,1.5690000000
2015-11-24,1.3610000000
2015-11-25,1.3200000000
2015-11-26,2.4310000000
2015-11-27,2.0180000000
2015-11-30,3.3970000000
2015-12-01,3.3250000000
2015-12-02,3.0780000000
2015-12-03,3.0890000000
2015-12-04,1.8890000000
2015-12-07,1.7910000000
2015-12-08,1.5590000000
2015-12-09,1.6140000000
2015-12-10,2.6480000000
2015-12-11,2.8360000000
2015-12-14,4.4080000000
2015-12-15,3.8140000000
2015-12-16,2.1930000000
2015-12-17,3.1780000000
2015-12-18,2.7130000000
2015-12-21,2.5590000000
2015-12-22,3.5760000000
2015-12-23,5.1090000000
2015-12-24,6.2200000000
2015-12-25,3.6840000000
2015-12-28,2.7880000000
2015-12-29,2.9260000000
2015-12-30,6.7510000000
2015-12-31,4.3480000000
2016-01-04,4.6640000000
2016-01-05,4.2720000000
2016-01-06,2.5510000000
2016-01-07,2.3640000000
2016-01-08,2.0580000000
2016-01-11,1.8110000000
2016-01-12,1.7270000000
2016-01-13,1.8490000000
2016-01-14,3.1680000000
2016-01-15,2.2490000000
2016-01-18,2.3300000000
2016-01-19,2.8790000000
2016-01-20,2.8190000000
2016-01-21,5.3990000000
2016-01-22,3.6740000000
2016-01-25,2.8630000000
2016-01-26,2.7090000000
2016-01-27,2.4670000000
2016-01-28,3.4030000000
2016-01-29,2.4010000000
2016-02-01,2.4950000000
2016-02-02,2.6670000000
2016-02-03,2.5090000000
2016-02-04,7.7190000000
2016-02-05,2.6790000000
2016-02-15,2.3540000000
2016-02-16,1.9750000000
2016-02-17,1.9640000000
2016-02-18,2.2840000000
2016-02-19,1.8720000000
2016-02-22,1.8760000000
2016-02-23,1.8500000000
2016-02-24,2.0220000000
2016-02-25,5.5730000000
2016-02-26,4.2350000000
2016-02-29,3.3630000000
2016-03-01,2.5770000000
2016-03-02,2.2820000000
2016-03-03,2.4280000000
2016-03-04,1.5510000000
2016-03-07,1.6010000000
2016-03-08,1.4490000000
2016-03-09,1.4540000000
2016-03-10,1.7790000000
2016-03-11,1.5800000000
2016-03-14,1.9970000000
2016-03-15,2.3390000000
2016-03-16,2.1810000000
2016-03-17,4.4300000000
2016-03-18,4.3260000000
2016-03-21,3.9370000000
2016-03-22,3.7160000000
2016-03-23,2.6720000000
2016-03-24,3.7570000000
2016-03-25,2.8160000000
2016-03-28,2.7970000000
2016-03-29,3.1250000000
2016-03-30,4.3370000000
2016-03-31,9.2640000000
2016-04-01,2.7630000000
2016-04-05,2.6210000000
2016-04-06,2.3240000000
2016-04-07,2.8340000000
2016-04-08,1.9440000000
2016-04-11,2.0610000000
2016-04-12,1.9920000000
2016-04-13,2.0830000000
2016-04-14,3.7930000000
2016-04-15,2.1430000000
2016-04-18,2.1470000000
2016-04-19,1.9360000000
2016-04-20,2.0000000000
2016-04-21,3.4350000000
2016-04-22,2.2490000000
2016-04-25,2.2390000000
2016-04-26,1.8520000000
2016-04-27,1.8540000000
2016-04-28,2.9200000000
2016-04-29,1.7500000000
2016-05-03,1.8770000000
2016-05-04,1.7080000000
2016-05-05,2.5080000000
2016-05-06,1.5870000000
2016-05-09,1.6310000000
