日期,一天期国债逆回购
2016-05-10,1.5790000000
2016-05-11,1.3650000000
2016-05-12,1.8740000000
2016-05-13,1.5460000000
2016-05-16,1.4420000000
2016-05-17,1.5200000000
2016-05-18,1.5200000000
2016-05-19,1.9290000000
2016-05-20,1.6570000000
2016-05-23,1.6020000000
2016-05-24,1.5690000000
2016-05-25,1.6060000000
2016-05-26,2.0980000000
2016-05-27,2.0110000000
2016-05-30,2.1270000000
2016-05-31,2.5230000000
2016-06-01,2.0820000000
2016-06-02,3.2490000000
2016-06-03,2.4610000000
2016-06-06,2.4230000000
2016-06-07,5.1900000000
2016-06-08,2.6520000000
2016-06-13,2.1280000000
2016-06-14,2.5270000000
2016-06-15,2.7650000000
2016-06-16,5.1540000000
2016-06-17,2.6470000000
2016-06-20,2.5590000000
2016-06-21,2.7490000000
2016-06-22,2.5820000000
2016-06-23,4.4800000000
2016-06-24,2.8910000000
2016-06-27,3.6800000000
2016-06-28,4.8580000000
2016-06-29,7.7340000000
2016-06-30,8.2700000000
2016-07-01,2.6950000000
2016-07-04,2.5450000000
2016-07-05,2.4310000000
2016-07-06,2.2430000000
2016-07-07,4.5880000000
2016-07-08,2.5100000000
2016-07-11,2.4600000000
2016-07-12,2.4220000000
2016-07-13,2.3870000000
2016-07-14,3.7490000000
2016-07-15,2.4790000000
2016-07-18,2.4260000000
2016-07-19,2.4470000000
2016-07-20,2.4770000000
2016-07-21,4.9770000000
2016-07-22,3.1300000000
2016-07-25,3.2400000000
2016-07-26,2.9080000000
2016-07-27,2.5660000000
2016-07-28,4.5820000000
2016-07-29,2.5340000000
2016-08-01,2.2100000000
2016-08-02,2.2180000000
2016-08-03,2.1000000000
2016-08-04,3.1740000000
2016-08-05,2.0830000000
2016-08-08,2.2590000000
2016-08-09,2.3480000000
2016-08-10,2.4590000000
2016-08-11,3.5130000000
2016-08-12,2.5450000000
2016-08-15,2.6670000000
2016-08-16,2.5350000000
2016-08-17,2.6500000000
2016-08-18,5.3600000000
2016-08-19,2.8510000000
2016-08-22,2.6470000000
2016-08-23,2.9580000000
2016-08-24,3.7730000000
2016-08-25,5.4560000000
2016-08-26,2.6310000000
2016-08-29,2.5710000000
2016-08-30,2.3810000000
2016-08-31,2.3700000000
2016-09-01,3.2280000000
2016-09-02,2.3640000000
2016-09-05,2.2260000000
2016-09-06,2.0960000000
2016-09-07,2.1900000000
2016-09-08,2.7610000000
2016-09-09,2.3710000000
2016-09-12,2.5370000000
2016-09-13,8.1700000000
2016-09-14,3.6050000000
2016-09-19,2.6870000000
2016-09-20,3.5650000000
2016-09-21,3.4690000000
2016-09-22,5.3360000000
2016-09-23,2.8870000000
2016-09-26,3.5160000000
2016-09-27,5.5040000000
2016-09-28,4.6780000000
2016-09-29,18.1130000000
2016-09-30,5.5010000000
2016-10-10,3.1030000000
2016-10-11,3.0410000000
2016-10-12,2.3940000000
2016-10-13,3.5420000000
2016-10-14,2.5020000000
2016-10-17,2.5330000000
2016-10-18,2.9590000000
2016-10-19,2.7810000000
2016-10-20,4.9860000000
2016-10-21,4.3880000000
2016-10-24,4.0170000000
2016-10-25,4.1040000000
2016-10-26,5.0900000000
2016-10-27,12.4460000000
2016-10-28,4.2660000000
2016-10-31,3.9350000000
2016-11-01,3.3530000000
2016-11-02,2.3980000000
2016-11-03,3.1090000000
2016-11-04,2.0670000000
2016-11-07,2.1050000000
2016-11-08,2.0180000000
2016-11-09,2.0890000000
2016-11-10,4.0260000000
2016-11-11,2.5150000000
2016-11-14,2.9480000000
2016-11-15,2.9730000000
2016-11-16,3.0830000000
2016-11-17,5.3400000000
2016-11-18,3.1010000000
2016-11-21,3.0160000000
2016-11-22,2.9350000000
2016-11-23,2.9570000000
2016-11-24,5.4530000000
2016-11-25,3.4770000000
2016-11-28,3.7600000000
2016-11-29,5.1040000000
2016-11-30,6.6800000000
2016-12-01,7.1160000000
2016-12-02,3.4890000000
2016-12-05,2.9040000000
2016-12-06,2.8990000000
2016-12-07,2.6060000000
2016-12-08,4.5800000000
2016-12-09,2.7410000000
2016-12-12,2.8760000000
2016-12-13,3.1020000000
2016-12-14,3.3630000000
2016-12-15,10.6430000000
2016-12-16,6.0740000000
2016-12-19,6.9470000000
2016-12-20,6.2130000000
2016-12-21,4.0670000000
2016-12-22,6.2360000000
2016-12-23,4.2760000000
2016-12-26,5.0490000000
2016-12-27,7.9090000000
2016-12-28,13.9050000000
2016-12-29,11.1960000000
2016-12-30,3.2260000000
2017-01-03,3.8300000000
2017-01-04,4.0430000000
2017-01-05,5.6080000000
2017-01-06,2.9260000000
2017-01-09,2.5590000000
2017-01-10,2.2660000000
2017-01-11,2.3060000000
2017-01-12,3.9290000000
2017-01-13,2.8620000000
2017-01-16,3.7220000000
2017-01-17,5.0810000000
2017-01-18,6.3830000000
2017-01-19,13.8040000000
2017-01-20,6.3480000000
2017-01-23,5.5210000000
2017-01-24,4.7680000000
2017-01-25,16.5970000000
2017-01-26,13.0200000000
2017-02-03,8.2930000000
2017-02-06,4.1580000000
2017-02-07,2.5500000000
2017-02-08,2.2770000000
2017-02-09,3.3520000000
2017-02-10,2.7050000000
2017-02-13,2.9410000000
2017-02-14,3.4090000000
2017-02-15,3.2770000000
2017-02-16,5.9530000000
2017-02-17,3.8340000000
2017-02-20,4.9990000000
2017-02-21,4.9310000000
2017-02-22,4.3240000000
2017-02-23,6.1520000000
2017-02-24,4.8850000000
2017-02-27,4.5070000000
2017-02-28,4.2940000000
2017-03-01,3.3730000000
2017-03-02,3.9290000000
2017-03-03,2.8480000000
2017-03-06,2.7940000000
2017-03-07,2.7870000000
2017-03-08,2.8090000000
2017-03-09,3.9420000000
2017-03-10,2.8940000000
2017-03-13,2.8470000000
2017-03-14,2.7870000000
2017-03-15,2.8320000000
2017-03-16,9.1150000000
2017-03-17,9.6150000000
2017-03-20,6.0340000000
2017-03-21,6.0620000000
2017-03-22,4.0200000000
2017-03-23,6.7610000000
2017-03-24,4.6950000000
2017-03-27,5.3200000000
2017-03-28,6.1740000000
2017-03-29,8.5240000000
2017-03-30,24.3480000000
2017-03-31,12.6480000000
2017-04-05,5.4420000000
2017-04-06,8.5290000000
2017-04-07,2.7980000000
2017-04-10,2.7550000000
2017-04-11,2.4450000000
2017-04-12,2.3740000000
2017-04-13,3.7070000000
2017-04-14,2.5520000000
2017-04-17,2.7960000000
2017-04-18,2.5200000000
2017-04-19,2.7340000000
2017-04-20,4.7290000000
2017-04-21,3.1590000000
2017-04-24,4.2400000000
2017-04-25,4.0100000000
2017-04-26,4.2520000000
2017-04-27,12.2200000000
2017-04-28,5.4870000000
2017-05-02,4.0920000000
2017-05-03,4.3830000000
2017-05-04,7.0880000000
2017-05-05,3.3000000000
2017-05-08,3.1350000000
2017-05-09,2.7940000000
2017-05-10,2.7210000000
2017-05-11,4.4980000000
2017-05-12,2.9480000000
2017-05-15,3.1060000000
2017-05-16,3.5210000000
2017-05-17,3.8220000000
2017-05-18,6.8370000000
2017-05-19,3.3850000000
2017-05-22,3.6060000000
2017-05-23,3.3980000000
2017-05-24,3.0460000000
2017-05-25,3.1010000000
2017-05-26,3.2720000000
2017-05-31,5.2230000000
2017-06-01,5.4350000000
2017-06-02,4.4820000000
2017-06-05,3.7750000000
2017-06-06,3.2940000000
2017-06-07,2.9520000000
2017-06-08,2.9210000000
2017-06-09,2.9100000000
2017-06-12,3.0830000000
2017-06-13,3.3580000000
2017-06-14,3.6850000000
2017-06-15,3.9520000000
2017-06-16,3.9110000000
2017-06-19,4.0010000000
2017-06-20,4.3010000000
2017-06-21,4.7500000000
2017-06-22,4.4220000000
2017-06-23,3.7790000000
2017-06-26,4.0030000000
2017-06-27,4.2910000000
2017-06-28,5.1800000000
2017-06-29,7.2660000000
2017-06-30,7.1690000000
2017-07-03,3.8030000000
2017-07-04,3.1520000000
2017-07-05,2.7530000000
2017-07-06,2.5770000000
2017-07-07,2.4580000000
2017-07-10,2.5170000000
2017-07-11,2.5910000000
2017-07-12,2.8910000000
2017-07-13,2.8250000000
2017-07-14,2.7880000000
2017-07-17,3.2460000000
2017-07-18,4.4230000000
2017-07-19,4.7350000000
2017-07-20,4.2990000000
2017-07-21,4.3650000000
2017-07-24,4.7100000000
2017-07-25,4.7510000000
2017-07-26,4.5170000000
2017-07-27,4.1850000000
2017-07-28,4.9760000000
2017-07-31,5.7980000000
2017-08-01,5.2900000000
2017-08-02,4.1400000000
2017-08-03,3.3390000000
2017-08-04,2.9660000000
2017-08-07,3.0520000000
2017-08-08,3.0420000000
2017-08-09,3.0620000000
2017-08-10,3.0460000000
2017-08-11,3.2450000000
2017-08-14,3.6810000000
2017-08-15,4.0370000000
2017-08-16,4.4770000000
2017-08-17,5.3000000000
2017-08-18,4.4550000000
2017-08-21,4.6410000000
2017-08-22,4.7910000000
2017-08-23,4.4980000000
2017-08-24,4.1130000000
2017-08-25,4.2850000000
2017-08-28,4.9710000000
2017-08-29,6.3960000000
2017-08-30,6.8730000000
2017-08-31,5.5990000000
2017-09-01,4.0960000000
2017-09-04,3.8360000000
2017-09-05,3.6320000000
2017-09-06,3.5300000000
2017-09-07,3.4750000000
2017-09-08,3.7040000000
2017-09-11,4.1560000000
2017-09-12,4.2930000000
2017-09-13,4.1310000000
2017-09-14,3.8940000000
2017-09-15,3.8930000000
2017-09-18,4.0890000000
2017-09-19,4.4670000000
2017-09-20,4.7960000000
2017-09-21,4.8740000000
2017-09-22,4.9340000000
2017-09-25,5.2940000000
2017-09-26,6.4210000000
2017-09-27,7.4090000000
2017-09-28,7.7350000000
2017-09-29,12.9720000000
2017-10-09,7.8300000000
2017-10-10,6.0760000000
2017-10-11,3.6450000000
2017-10-12,3.0920000000
2017-10-13,2.9450000000
2017-10-16,3.1820000000
2017-10-17,2.9050000000
2017-10-18,2.6970000000
2017-10-19,2.5000000000
2017-10-20,2.6650000000
2017-10-23,2.9150000000
2017-10-24,2.9760000000
2017-10-25,3.1190000000
2017-10-26,3.6260000000
2017-10-27,4.8790000000
2017-10-30,6.8440000000
2017-10-31,7.7310000000
2017-11-01,4.0420000000
2017-11-02,3.2070000000
2017-11-03,2.9880000000
2017-11-06,2.9310000000
2017-11-07,2.9060000000
2017-11-08,2.9260000000
2017-11-09,3.1640000000
2017-11-10,3.6500000000
2017-11-13,4.1780000000
2017-11-14,4.1470000000
2017-11-15,3.8920000000
2017-11-16,3.4250000000
2017-11-17,3.6140000000
2017-11-20,3.8650000000
2017-11-21,3.9550000000
2017-11-22,4.8070000000
2017-11-23,4.6410000000
2017-11-24,4.2330000000
2017-11-27,4.1340000000
2017-11-28,3.8720000000
2017-11-29,4.2920000000
2017-11-30,4.0680000000
2017-12-01,3.5510000000
2017-12-04,3.2760000000
2017-12-05,3.1220000000
2017-12-06,3.1230000000
2017-12-07,3.0860000000
2017-12-08,3.1950000000
2017-12-11,3.6710000000
2017-12-12,3.8490000000
2017-12-13,3.8140000000
2017-12-14,3.7500000000
2017-12-15,3.9520000000
2017-12-18,4.3220000000
2017-12-19,4.8060000000
2017-12-20,4.4250000000
2017-12-21,3.2420000000
2017-12-22,3.3550000000
2017-12-25,4.4770000000
2017-12-26,6.9610000000
2017-12-27,13.2150000000
2017-12-28,16.7900000000
2017-12-29,14.8700000000
2018-01-02,5.4450000000
2018-01-03,4.3340000000
2018-01-04,2.9720000000
2018-01-05,2.6430000000
2018-01-08,2.5540000000
2018-01-09,2.5420000000
2018-01-10,2.5540000000
2018-01-11,2.6750000000
2018-01-12,2.9470000000
2018-01-15,3.2920000000
2018-01-16,3.4460000000
2018-01-17,4.1020000000
2018-01-18,4.0760000000
2018-01-19,3.9600000000
2018-01-22,3.7400000000
2018-01-23,3.5380000000
2018-01-24,3.2720000000
2018-01-25,3.0530000000
2018-01-26,2.9100000000
2018-01-29,3.0480000000
2018-01-30,3.0750000000
2018-01-31,3.0510000000
2018-02-01,2.8460000000
2018-02-02,2.9230000000
2018-02-05,2.9420000000
2018-02-06,2.8890000000
2018-02-07,3.2670000000
2018-02-08,3.1630000000
2018-02-09,3.5710000000
2018-02-12,3.7880000000
2018-02-13,3.1830000000
2018-02-14,3.2690000000
2018-02-22,3.7520000000
2018-02-23,3.8760000000
2018-02-26,3.5270000000
2018-02-27,3.4780000000
2018-02-28,3.3600000000
2018-03-01,3.1560000000
2018-03-02,3.1840000000
2018-03-05,3.1850000000
2018-03-06,3.1100000000
2018-03-07,2.9640000000
2018-03-08,2.8900000000
2018-03-09,3.0200000000
2018-03-12,3.2120000000
2018-03-13,3.2310000000
2018-03-14,3.1920000000
2018-03-15,3.2400000000
2018-03-16,3.3640000000
2018-03-19,3.5880000000
2018-03-20,3.6760000000
2018-03-21,3.5660000000
2018-03-22,3.1190000000
2018-03-23,3.3820000000
2018-03-26,4.3400000000
2018-03-27,5.1240000000
2018-03-28,5.2130000000
2018-03-29,10.2230000000
2018-03-30,11.8390000000
2018-04-02,4.1500000000
2018-04-03,3.2090000000
2018-04-04,2.8570000000
2018-04-09,2.7930000000
2018-04-10,2.7550000000
2018-04-11,2.7080000000
2018-04-12,2.5910000000
2018-04-13,2.6120000000
2018-04-16,2.8440000000
2018-04-17,3.2740000000
2018-04-18,3.7660000000
2018-04-19,5.3380000000
2018-04-20,6.3320000000
2018-04-23,8.5250000000
2018-04-24,9.2860000000
2018-04-25,8.3050000000
2018-04-26,7.8930000000
2018-04-27,7.8520000000
2018-05-02,4.4140000000
2018-05-03,3.4160000000
2018-05-04,3.0700000000
2018-05-07,2.8870000000
2018-05-08,2.6800000000
2018-05-09,2.5330000000
2018-05-10,2.4600000000
2018-05-11,2.5350000000
2018-05-14,2.9700000000
2018-05-15,3.2250000000
2018-05-16,3.1410000000
2018-05-17,2.7520000000
2018-05-18,2.9860000000
2018-05-21,3.1100000000
2018-05-22,3.0690000000
2018-05-23,2.9220000000
2018-05-24,2.8200000000
2018-05-25,3.1970000000
2018-05-28,3.6020000000
2018-05-29,4.5870000000
2018-05-30,6.7800000000
2018-05-31,5.5590000000
2018-06-01,4.3030000000
2018-06-04,3.8110000000
2018-06-05,3.6090000000
2018-06-06,3.3520000000
2018-06-07,2.9750000000
2018-06-08,3.0200000000
2018-06-11,3.1050000000
2018-06-12,3.2830000000
2018-06-13,3.1450000000
2018-06-14,3.0010000000
2018-06-15,3.5310000000
2018-06-19,3.9360000000
2018-06-20,4.0720000000
2018-06-21,3.2820000000
2018-06-22,3.0720000000
2018-06-25,3.0380000000
2018-06-26,3.2680000000
2018-06-27,4.9940000000
2018-06-28,9.8020000000
2018-06-29,7.4650000000
2018-07-02,3.6560000000
2018-07-03,2.8930000000
2018-07-04,2.4810000000
2018-07-05,2.1820000000
2018-07-06,2.3240000000
2018-07-09,2.1960000000
2018-07-10,2.0740000000
2018-07-11,2.0780000000
2018-07-12,2.3190000000
2018-07-13,2.4390000000
2018-07-16,2.4320000000
2018-07-17,2.4830000000
2018-07-18,2.4800000000
2018-07-19,2.4970000000
2018-07-20,2.5890000000
2018-07-23,2.6600000000
2018-07-24,2.7500000000
2018-07-25,2.6290000000
2018-07-26,2.6300000000
2018-07-27,2.7410000000
2018-07-30,3.0230000000
2018-07-31,2.7580000000
2018-08-01,2.5380000000
2018-08-02,2.4830000000
2018-08-03,2.4830000000
2018-08-06,2.3920000000
2018-08-07,2.2410000000
2018-08-08,2.0450000000
2018-08-09,2.0230000000
2018-08-10,2.1790000000
2018-08-13,2.2260000000
2018-08-14,2.2370000000
2018-08-15,2.2980000000
2018-08-16,2.3350000000
2018-08-17,2.7040000000
2018-08-20,2.8340000000
2018-08-21,2.6000000000
2018-08-22,2.4140000000
2018-08-23,2.4360000000
2018-08-24,2.5030000000
2018-08-27,2.5270000000
2018-08-28,2.5410000000
2018-08-29,2.5100000000
2018-08-30,2.5290000000
2018-08-31,2.7370000000
2018-09-03,2.5750000000
2018-09-04,2.4630000000
2018-09-05,2.4770000000
2018-09-06,2.4450000000
2018-09-07,2.7200000000
2018-09-10,2.6990000000
2018-09-11,2.7510000000
2018-09-12,2.5070000000
2018-09-13,2.3590000000
2018-09-14,2.4640000000
2018-09-17,2.4220000000
2018-09-18,2.9760000000
2018-09-19,3.2020000000
2018-09-20,2.7640000000
2018-09-21,3.0660000000
2018-09-25,3.2600000000
2018-09-26,3.7860000000
2018-09-27,4.0150000000
2018-09-28,4.4210000000
2018-10-08,3.4580000000
2018-10-09,2.9230000000
2018-10-10,2.4980000000
2018-10-11,2.4220000000
2018-10-12,2.4930000000
2018-10-15,2.5110000000
2018-10-16,2.5520000000
2018-10-17,2.5010000000
2018-10-18,2.3870000000
2018-10-19,2.6250000000
2018-10-22,2.7120000000
2018-10-23,2.5610000000
2018-10-24,2.5110000000
2018-10-25,2.4440000000
2018-10-26,2.4940000000
2018-10-29,2.5110000000
2018-10-30,2.6760000000
2018-10-31,3.3150000000
2018-11-01,2.5830000000
2018-11-02,2.7830000000
2018-11-05,2.5890000000
2018-11-06,2.5040000000
2018-11-07,2.4730000000
2018-11-08,2.4330000000
2018-11-09,2.4490000000
2018-11-12,2.5860000000
2018-11-13,2.6910000000
2018-11-14,2.6740000000
2018-11-15,2.6360000000
2018-11-16,2.7500000000
2018-11-19,2.8150000000
2018-11-20,3.0410000000
2018-11-21,2.8850000000
2018-11-22,2.6960000000
2018-11-23,2.7350000000
2018-11-26,2.8800000000
2018-11-27,2.8620000000
2018-11-28,2.9830000000
2018-11-29,3.4090000000
2018-11-30,3.9000000000
2018-12-03,2.9990000000
2018-12-04,2.6580000000
2018-12-05,2.4760000000
2018-12-06,2.4240000000
2018-12-07,2.6310000000
2018-12-10,2.6250000000
2018-12-11,2.6900000000
2018-12-12,2.7280000000
2018-12-13,2.8620000000
2018-12-14,3.3890000000
2018-12-17,3.5830000000
2018-12-18,3.7940000000
2018-12-19,3.7150000000
2018-12-20,3.4700000000
2018-12-21,3.7840000000
2018-12-24,3.9200000000
2018-12-25,3.9150000000
2018-12-26,5.0230000000
2018-12-27,8.7020000000
2018-12-28,5.3370000000
2019-01-02,6.0500000000
2019-01-03,3.1750000000
2019-01-04,2.8610000000
2019-01-07,2.4290000000
2019-01-08,2.1800000000
2019-01-09,2.3810000000
2019-01-10,2.3130000000
2019-01-11,2.4330000000
2019-01-14,2.4450000000
2019-01-15,2.5080000000
2019-01-16,2.4880000000
2019-01-17,2.4860000000
2019-01-18,2.6340000000
2019-01-21,2.7320000000
2019-01-22,2.7380000000
2019-01-23,2.7840000000
2019-01-24,2.7720000000
2019-01-25,2.8350000000
2019-01-28,2.8340000000
2019-01-29,2.8410000000
2019-01-30,2.9590000000
2019-01-31,3.2090000000
2019-02-01,3.1740000000
2019-02-11,2.9210000000
2019-02-12,2.7410000000
2019-02-13,2.6150000000
2019-02-14,2.4150000000
2019-02-15,2.4270000000
2019-02-18,2.4950000000
2019-02-19,2.3510000000
2019-02-20,2.2920000000
2019-02-21,2.3010000000
2019-02-22,2.6660000000
2019-02-25,3.1410000000
2019-02-26,4.7900000000
2019-02-27,3.8580000000
2019-02-28,2.5550000000
2019-03-01,2.4180000000
2019-03-04,2.3640000000
2019-03-05,2.2990000000
2019-03-06,2.2060000000
2019-03-07,2.0800000000
2019-03-08,2.1730000000
2019-03-11,2.2460000000
2019-03-12,2.3650000000
2019-03-13,2.3320000000
2019-03-14,2.3930000000
2019-03-15,3.0010000000
2019-03-18,2.9950000000
2019-03-19,2.9630000000
2019-03-20,2.9780000000
2019-03-21,2.9060000000
2019-03-22,2.9750000000
2019-03-25,2.9930000000
2019-03-26,2.9300000000
2019-03-27,2.9930000000
2019-03-28,4.2940000000
2019-03-29,4.5790000000
2019-04-01,3.3320000000
2019-04-02,2.4530000000
2019-04-03,2.0190000000
2019-04-04,1.8900000000
2019-04-08,1.9710000000
2019-04-09,2.0710000000
2019-04-10,2.2740000000
2019-04-11,2.2260000000
2019-04-12,2.2680000000
2019-04-15,2.7590000000
2019-04-16,3.0080000000
2019-04-17,3.1360000000
2019-04-18,2.8530000000
2019-04-19,2.8110000000
2019-04-22,2.7640000000
2019-04-23,2.8440000000
2019-04-24,2.9450000000
2019-04-25,2.9750000000
2019-04-26,3.1720000000
2019-04-29,3.0140000000
2019-04-30,2.8510000000
2019-05-06,2.4200000000
2019-05-07,2.2750000000
2019-05-08,1.9820000000
2019-05-09,1.7950000000
2019-05-10,1.9950000000
2019-05-13,2.1350000000
2019-05-14,2.3810000000
2019-05-15,2.3960000000
2019-05-16,2.3420000000
2019-05-17,2.4510000000
2019-05-20,2.8050000000
2019-05-21,2.8110000000
2019-05-22,2.6950000000
2019-05-23,2.5320000000
2019-05-24,2.5860000000
2019-05-27,2.3160000000
2019-05-28,1.8740000000
2019-05-29,1.8960000000
2019-05-30,2.4280000000
2019-05-31,2.4430000000
2019-06-03,2.4630000000
2019-06-04,2.4810000000
2019-06-05,2.4790000000
2019-06-06,2.4410000000
2019-06-10,2.4220000000
2019-06-11,2.3500000000
2019-06-12,2.2450000000
2019-06-13,2.2240000000
2019-06-14,2.0690000000
2019-06-17,1.8180000000
2019-06-18,1.7190000000
2019-06-19,1.8190000000
2019-06-20,1.7630000000
2019-06-21,2.0140000000
2019-06-24,2.0980000000
2019-06-25,2.1190000000
2019-06-26,2.3480000000
2019-06-27,3.0870000000
2019-06-28,3.3590000000
2019-07-01,2.7750000000
2019-07-02,2.5040000000
2019-07-03,2.1310000000
2019-07-04,1.8610000000
2019-07-05,1.8630000000
2019-07-08,2.0580000000
2019-07-09,2.1500000000
2019-07-10,2.2400000000
2019-07-11,2.4190000000
2019-07-12,2.7180000000
2019-07-15,2.9120000000
2019-07-16,2.9640000000
2019-07-17,3.1620000000
2019-07-18,3.1900000000
2019-07-19,3.2100000000
2019-07-22,3.1360000000
2019-07-23,2.9800000000
2019-07-24,2.8580000000
2019-07-25,2.9570000000
2019-07-26,3.0500000000
2019-07-29,3.0340000000
2019-07-30,3.0320000000
2019-07-31,2.9280000000
2019-08-01,2.7280000000
2019-08-02,2.8320000000
2019-08-05,2.7810000000
2019-08-06,2.6660000000
2019-08-07,2.4890000000
2019-08-08,2.4490000000
2019-08-09,2.6260000000
2019-08-12,2.8260000000
2019-08-13,3.0070000000
2019-08-14,3.0400000000
2019-08-15,2.9900000000
2019-08-16,3.1280000000
2019-08-19,3.1090000000
2019-08-20,3.1210000000
2019-08-21,2.9740000000
2019-08-22,2.6820000000
2019-08-23,2.7470000000
2019-08-26,2.8470000000
2019-08-27,2.9310000000
2019-08-28,3.0140000000
2019-08-29,3.0720000000
2019-08-30,3.1200000000
2019-09-02,2.9680000000
2019-09-03,2.8970000000
2019-09-04,2.7880000000
