2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-6.89%,-7.07%,23,,2018年,20.00%,0.83,波动率调整测试,6.70%,12.98%,4.01%,4.89%,波动率调整_20%_目标18%,58.23%,-4.78%,66.67%,1.0380,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2019年,20.00%,2.71,波动率调整测试,6.70%,13.96%,14.47%,5.04%,波动率调整_20%_目标18%,58.23%,-2.85%,66.67%,1.1398,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2020年,20.00%,1.65,波动率调整测试,6.70%,13.58%,12.37%,7.24%,波动率调整_20%_目标18%,58.23%,-7.22%,66.67%,1.1190,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2021年,20.00%,1.64,波动率调整测试,6.70%,14.10%,10.91%,6.44%,波动率调整_20%_目标18%,58.23%,-3.28%,66.67%,1.1050,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2022年,20.00%,1.12,波动率调整测试,6.70%,11.89%,6.97%,6.19%,波动率调整_20%_目标18%,58.23%,-4.98%,58.33%,1.0669,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2023年,20.00%,2.88,波动率调整测试,6.70%,12.17%,10.83%,3.59%,波动率调整_20%_目标18%,58.23%,-2.05%,58.33%,1.1038,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2024年,20.00%,2.27,波动率调整测试,6.70%,11.27%,11.88%,5.00%,波动率调整_20%_目标18%,58.23%,-2.69%,75.00%,1.1139,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2025年,20.00%,2.27,波动率调整测试,6.70%,13.23%,12.23%,5.15%,波动率调整_20%_目标18%,58.23%,-2.86%,75.00%,1.1177,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2026年,20.00%,2.59,波动率调整测试,6.70%,13.42%,21.64%,7.68%,波动率调整_20%_目标18%,58.23%,-2.75%,100.00%,1.0445,18.00%,8.89%,20.00%,vol_scaled,
-6.36%,-6.44%,23,,全局 (Total),20.00%,1.87,风险预算测试,6.25%,12.86%,9.70%,5.02%,风险预算_20%_预算15%,70.81%,-6.85%,72.73%,2.0811,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,训练期 (2018-2020),20.00%,1.63,风险预算测试,6.25%,13.49%,8.14%,4.88%,风险预算_20%_预算15%,70.81%,-6.85%,69.44%,1.2528,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,验证期 (2021-2026),20.00%,2.00,风险预算测试,6.25%,12.50%,10.61%,5.10%,风险预算_20%_预算15%,70.81%,-4.98%,74.60%,1.6612,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2018年,20.00%,1.18,风险预算测试,6.25%,13.04%,5.15%,4.34%,风险预算_20%_预算15%,70.81%,-3.45%,66.67%,1.0488,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2019年,20.00%,2.74,风险预算测试,6.25%,13.84%,10.21%,3.57%,风险预算_20%_预算15%,70.81%,-1.86%,75.00%,1.0987,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2020年,20.00%,1.40,风险预算测试,6.25%,13.58%,9.05%,6.33%,风险预算_20%_预算15%,70.81%,-6.85%,66.67%,1.0872,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2021年,20.00%,2.02,风险预算测试,6.25%,14.03%,12.43%,5.90%,风险预算_20%_预算15%,70.81%,-3.40%,66.67%,1.1196,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2022年,20.00%,1.25,风险预算测试,6.25%,11.88%,7.81%,6.17%,风险预算_20%_预算15%,70.81%,-4.98%,66.67%,1.0749,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2023年,20.00%,3.01,风险预算测试,6.25%,12.11%,10.59%,3.37%,风险预算_20%_预算15%,70.81%,-2.05%,75.00%,1.1014,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2024年,20.00%,2.39,风险预算测试,6.25%,11.25%,11.12%,4.46%,风险预算_20%_预算15%,70.81%,-2.69%,75.00%,1.1065,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2025年,20.00%,1.70,风险预算测试,6.25%,13.08%,8.20%,4.70%,风险预算_20%_预算15%,70.81%,-2.90%,83.33%,1.0789,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2026年,20.00%,3.32,风险预算测试,6.25%,13.15%,24.38%,6.65%,风险预算_20%_预算15%,70.81%,-2.39%,100.00%,1.0497,,2.02%,7.67%,risk_budget,15.00%
-6.41%,-6.50%,23,,全局 (Total),20.00%,1.88,风险预算测试,6.33%,12.87%,9.82%,5.06%,风险预算_20%_预算20%,70.01%,-6.88%,71.72%,2.0985,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,训练期 (2018-2020),20.00%,1.65,风险预算测试,6.33%,13.49%,8.41%,4.96%,风险预算_20%_预算20%,70.01%,-6.88%,69.44%,1.2620,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,验证期 (2021-2026),20.00%,2.00,风险预算测试,6.33%,12.51%,10.63%,5.12%,风险预算_20%_预算20%,70.01%,-4.98%,73.02%,1.6629,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2018年,20.00%,1.15,风险预算测试,6.33%,13.04%,5.05%,4.38%,风险预算_20%_预算20%,70.01%,-3.45%,66.67%,1.0479,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2019年,20.00%,2.77,风险预算测试,6.33%,13.85%,10.55%,3.64%,风险预算_20%_预算20%,70.01%,-1.89%,75.00%,1.1020,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2020年,20.00%,1.46,风险预算测试,6.33%,13.59%,9.65%,6.43%,风险预算_20%_预算20%,70.01%,-6.88%,66.67%,1.0929,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2021年,20.00%,1.97,风险预算测试,6.33%,14.04%,12.17%,5.92%,风险预算_20%_预算20%,70.01%,-3.35%,66.67%,1.1172,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2022年,20.00%,1.23,风险预算测试,6.33%,11.89%,7.67%,6.17%,风险预算_20%_预算20%,70.01%,-4.98%,66.67%,1.0736,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2023年,20.00%,3.00,风险预算测试,6.33%,12.12%,10.63%,3.38%,风险预算_20%_预算20%,70.01%,-2.05%,66.67%,1.1019,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2024年,20.00%,2.37,风险预算测试,6.33%,11.26%,11.21%,4.52%,风险预算_20%_预算20%,70.01%,-2.69%,75.00%,1.1074,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2025年,20.00%,1.78,风险预算测试,6.33%,13.09%,8.62%,4.71%,风险预算_20%_预算20%,70.01%,-2.89%,83.33%,1.0830,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2026年,20.00%,3.25,风险预算测试,6.33%,13.18%,24.10%,6.71%,风险预算_20%_预算20%,70.01%,-2.43%,100.00%,1.0492,,2.81%,10.53%,risk_budget,20.00%
-6.47%,-6.57%,23,,全局 (Total),20.00%,1.88,风险预算测试,6.43%,12.87%,9.95%,5.12%,风险预算_20%_预算25%,69.13%,-6.92%,72.73%,2.1175,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,训练期 (2018-2020),20.00%,1.68,风险预算测试,6.43%,13.49%,8.71%,5.05%,风险预算_20%_预算25%,69.13%,-6.92%,72.22%,1.2720,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,验证期 (2021-2026),20.00%,1.99,风险预算测试,6.43%,12.52%,10.66%,5.16%,风险预算_20%_预算25%,69.13%,-4.98%,73.02%,1.6647,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2018年,20.00%,1.11,风险预算测试,6.43%,13.03%,4.94%,4.42%,风险预算_20%_预算25%,69.13%,-3.45%,66.67%,1.0468,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2019年,20.00%,2.80,风险预算测试,6.43%,13.86%,10.93%,3.73%,风险预算_20%_预算25%,69.13%,-1.98%,83.33%,1.1057,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2020年,20.00%,1.52,风险预算测试,6.43%,13.59%,10.28%,6.56%,风险预算_20%_预算25%,69.13%,-6.92%,66.67%,1.0990,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2021年,20.00%,1.91,风险预算测试,6.43%,14.05%,11.90%,5.97%,风险预算_20%_预算25%,69.13%,-3.31%,66.67%,1.1145,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2022年,20.00%,1.21,风险预算测试,6.43%,11.89%,7.52%,6.17%,风险预算_20%_预算25%,69.13%,-4.98%,66.67%,1.0721,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2023年,20.00%,3.00,风险预算测试,6.43%,12.12%,10.68%,3.40%,风险预算_20%_预算25%,69.13%,-2.05%,66.67%,1.1024,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2024年,20.00%,2.36,风险预算测试,6.43%,11.26%,11.31%,4.59%,风险预算_20%_预算25%,69.13%,-2.69%,75.00%,1.1083,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2025年,20.00%,1.86,风险预算测试,6.43%,13.11%,9.08%,4.73%,风险预算_20%_预算25%,69.13%,-2.88%,83.33%,1.0875,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2026年,20.00%,3.18,风险预算测试,6.43%,13.21%,23.80%,6.80%,风险预算_20%_预算25%,69.13%,-2.47%,100.00%,1.0486,,3.67%,13.56%,risk_budget,25.00%
-7.05%,-7.23%,23,10.00%,全局 (Total),20.00%,1.77,信号限速测试,6.54%,12.93%,10.66%,5.82%,固定仓位限速_20%_周变10pct,58.23%,-7.37%,67.68%,2.2289,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,训练期 (2018-2020),20.00%,1.60,信号限速测试,6.54%,13.54%,10.25%,6.21%,固定仓位限速_20%_周变10pct,58.23%,-7.37%,66.67%,1.3247,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,验证期 (2021-2026),20.00%,1.88,信号限速测试,6.54%,12.59%,10.89%,5.59%,固定仓位限速_20%_周变10pct,58.23%,-4.98%,68.25%,1.6825,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2018年,20.00%,0.82,信号限速测试,6.54%,13.00%,4.04%,4.95%,固定仓位限速_20%_周变10pct,58.23%,-4.78%,66.67%,1.0382,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2019年,20.00%,2.40,信号限速测试,6.54%,14.02%,14.18%,5.59%,固定仓位限速_20%_周变10pct,58.23%,-3.51%,66.67%,1.1370,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2020年,20.00%,1.58,信号限速测试,6.54%,13.60%,12.70%,7.74%,固定仓位限速_20%_周变10pct,58.23%,-7.37%,66.67%,1.1222,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2021年,20.00%,1.60,信号限速测试,6.54%,14.12%,10.83%,6.56%,固定仓位限速_20%_周变10pct,58.23%,-3.47%,66.67%,1.1043,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2022年,20.00%,1.13,信号限速测试,6.54%,11.89%,7.05%,6.20%,固定仓位限速_20%_周变10pct,58.23%,-4.98%,66.67%,1.0676,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2023年,20.00%,2.85,信号限速测试,6.54%,12.19%,10.74%,3.61%,固定仓位限速_20%_周变10pct,58.23%,-2.05%,58.33%,1.1030,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2024年,20.00%,2.04,信号限速测试,6.54%,11.30%,11.49%,5.39%,固定仓位限速_20%_周变10pct,58.23%,-2.77%,66.67%,1.1101,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2025年,20.00%,2.23,信号限速测试,6.54%,13.24%,12.08%,5.18%,固定仓位限速_20%_周变10pct,58.23%,-3.14%,75.00%,1.1162,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,2026年,20.00%,2.58,信号限速测试,6.54%,13.42%,21.54%,7.68%,固定仓位限速_20%_周变10pct,58.23%,-2.75%,100.00%,1.0443,,9.93%,20.00%,fixed,
-7.05%,-7.23%,23,10.00%,全局 (Total),20.00%,1.84,信号限速测试,6.69%,12.91%,10.53%,5.53%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-7.37%,68.69%,2.2088,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,训练期 (2018-2020),20.00%,1.66,信号限速测试,6.69%,13.50%,9.83%,5.75%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-7.37%,66.67%,1.3102,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,验证期 (2021-2026),20.00%,1.95,信号限速测试,6.69%,12.57%,10.94%,5.40%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-4.98%,69.84%,1.6859,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2018年,20.00%,0.84,信号限速测试,6.69%,12.99%,3.98%,4.81%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-4.67%,66.67%,1.0377,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2019年,20.00%,2.76,信号限速测试,6.69%,13.93%,13.80%,4.72%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.65%,66.67%,1.1333,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2020年,20.00%,1.57,信号限速测试,6.69%,13.59%,11.85%,7.33%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-7.37%,66.67%,1.1140,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2021年,20.00%,1.71,信号限速测试,6.69%,14.09%,11.13%,6.28%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-3.29%,66.67%,1.1071,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2022年,20.00%,1.17,信号限速测试,6.69%,11.89%,7.27%,6.18%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-4.98%,66.67%,1.0697,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2023年,20.00%,2.77,信号限速测试,6.69%,12.18%,10.43%,3.61%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.05%,58.33%,1.1000,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2024年,20.00%,2.30,信号限速测试,6.69%,11.26%,11.63%,4.83%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.69%,75.00%,1.1114,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2025年,20.00%,2.22,信号限速测试,6.69%,13.21%,11.82%,5.09%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.98%,75.00%,1.1138,15.00%,7.97%,20.00%,vol_scaled,
-7.05%,-7.23%,23,10.00%,2026年,20.00%,2.68,信号限速测试,6.69%,13.38%,22.14%,7.57%,波动率调整限速_20%_目标15%_周变10pct,58.23%,-2.75%,100.00%,1.0454,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,全局 (Total),20.00%,1.78,信号限速测试,6.53%,12.93%,10.75%,5.82%,固定仓位限速_20%_周变15pct,58.23%,-7.29%,67.68%,2.2428,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,训练期 (2018-2020),20.00%,1.62,信号限速测试,6.53%,13.54%,10.26%,6.16%,固定仓位限速_20%_周变15pct,58.23%,-7.29%,66.67%,1.3250,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,验证期 (2021-2026),20.00%,1.89,信号限速测试,6.53%,12.58%,11.03%,5.61%,固定仓位限速_20%_周变15pct,58.23%,-4.98%,68.25%,1.6927,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2018年,20.00%,0.83,信号限速测试,6.53%,12.99%,4.04%,4.95%,固定仓位限速_20%_周变15pct,58.23%,-4.78%,66.67%,1.0383,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2019年,20.00%,2.41,信号限速测试,6.53%,14.02%,14.26%,5.60%,固定仓位限速_20%_周变15pct,58.23%,-3.51%,66.67%,1.1378,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2020年,20.00%,1.60,信号限速测试,6.53%,13.59%,12.64%,7.61%,固定仓位限速_20%_周变15pct,58.23%,-7.29%,66.67%,1.1216,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2021年,20.00%,1.60,信号限速测试,6.53%,14.11%,10.83%,6.56%,固定仓位限速_20%_周变15pct,58.23%,-3.47%,66.67%,1.1042,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2022年,20.00%,1.11,信号限速测试,6.53%,11.89%,6.94%,6.20%,固定仓位限速_20%_周变15pct,58.23%,-4.98%,58.33%,1.0666,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2023年,20.00%,2.87,信号限速测试,6.53%,12.18%,10.82%,3.60%,固定仓位限速_20%_周变15pct,58.23%,-2.05%,58.33%,1.1037,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2024年,20.00%,2.09,信号限速测试,6.53%,11.29%,12.03%,5.52%,固定仓位限速_20%_周变15pct,58.23%,-2.77%,75.00%,1.1152,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2025年,20.00%,2.26,信号限速测试,6.53%,13.24%,12.27%,5.18%,固定仓位限速_20%_周变15pct,58.23%,-2.93%,75.00%,1.1181,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,2026年,20.00%,2.58,信号限速测试,6.53%,13.42%,21.54%,7.68%,固定仓位限速_20%_周变15pct,58.23%,-2.75%,100.00%,1.0443,,9.94%,20.00%,fixed,
-6.97%,-7.15%,23,15.00%,全局 (Total),20.00%,1.85,信号限速测试,6.71%,12.91%,10.58%,5.51%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-7.29%,68.69%,2.2166,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,训练期 (2018-2020),20.00%,1.68,信号限速测试,6.71%,13.50%,9.88%,5.69%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-7.29%,66.67%,1.3117,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,验证期 (2021-2026),20.00%,1.96,信号限速测试,6.71%,12.57%,10.99%,5.41%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-4.98%,69.84%,1.6898,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2018年,20.00%,0.84,信号限速测试,6.71%,12.98%,4.01%,4.81%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-4.67%,66.67%,1.0380,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2019年,20.00%,2.77,信号限速测试,6.71%,13.93%,13.87%,4.73%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.65%,66.67%,1.1341,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2020年,20.00%,1.60,信号限速测试,6.71%,13.58%,11.88%,7.18%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-7.29%,66.67%,1.1144,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2021年,20.00%,1.71,信号限速测试,6.71%,14.09%,11.12%,6.28%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-3.30%,66.67%,1.1071,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2022年,20.00%,1.15,信号限速测试,6.71%,11.89%,7.17%,6.18%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-4.98%,66.67%,1.0688,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2023年,20.00%,2.80,信号限速测试,6.71%,12.18%,10.51%,3.60%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.05%,58.33%,1.1007,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2024年,20.00%,2.30,信号限速测试,6.71%,11.26%,11.72%,4.86%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.69%,75.00%,1.1123,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2025年,20.00%,2.26,信号限速测试,6.71%,13.21%,12.03%,5.09%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.86%,75.00%,1.1158,15.00%,7.97%,20.00%,vol_scaled,
-6.97%,-7.15%,23,15.00%,2026年,20.00%,2.68,信号限速测试,6.71%,13.38%,22.14%,7.57%,波动率调整限速_20%_目标15%_周变15pct,58.23%,-2.75%,100.00%,1.0454,15.00%,7.97%,20.00%,vol_scaled,
-6.89%,-7.07%,23,20.00%,全局 (Total),20.00%,1.80,信号限速测试,6.57%,12.93%,10.83%,5.82%,固定仓位限速_20%_周变20pct,58.23%,-7.22%,67.68%,2.2564,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,训练期 (2018-2020),20.00%,1.63,信号限速测试,6.57%,13.54%,10.27%,6.12%,固定仓位限速_20%_周变20pct,58.23%,-7.22%,66.67%,1.3252,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,验证期 (2021-2026),20.00%,1.90,信号限速测试,6.57%,12.58%,11.16%,5.64%,固定仓位限速_20%_周变20pct,58.23%,-4.98%,68.25%,1.7027,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2018年,20.00%,0.83,信号限速测试,6.57%,12.98%,4.05%,4.95%,固定仓位限速_20%_周变20pct,58.23%,-4.78%,66.67%,1.0383,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2019年,20.00%,2.42,信号限速测试,6.57%,14.02%,14.33%,5.60%,固定仓位限速_20%_周变20pct,58.23%,-3.51%,66.67%,1.1385,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2020年,20.00%,1.61,信号限速测试,6.57%,13.59%,12.57%,7.51%,固定仓位限速_20%_周变20pct,58.23%,-7.22%,66.67%,1.1210,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2021年,20.00%,1.60,信号限速测试,6.57%,14.11%,10.81%,6.57%,固定仓位限速_20%_周变20pct,58.23%,-3.47%,66.67%,1.1041,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2022年,20.00%,1.10,信号限速测试,6.57%,11.89%,6.84%,6.20%,固定仓位限速_20%_周变20pct,58.23%,-4.98%,58.33%,1.0656,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,20.00%,2023年,20.00%,2.90,信号限速测试,6.57%,12.17%,10.90%,3.59%,固定仓位限速_20%_周变20pct,58.23%,-2.05%,58.33%,1.1044,,9.95%,20.00%,fixed,
